date,citizenship,cat,n,count
2016-01-01,Colombia,transfers_to_hhs,1,0
2016-01-01,Colombia,usbp_releases,1,0
2016-01-01,Colombia,ofo_paroles,1,0
2016-01-01,Colombia,other_outcomes,1,0
2016-01-01,Ecuador,t8_repatriations,1,120
2016-01-01,Ecuador,transfers_to_ice,1,110
2016-01-01,Ecuador,transfers_to_hhs,1,20
2016-01-01,Ecuador,usbp_releases,1,0
2016-01-01,Ecuador,ofo_paroles,1,10
2016-01-01,Ecuador,other_outcomes,1,0
2016-01-01,Cuba,t8_repatriations,1,0
2016-01-01,Cuba,transfers_to_ice,1,30
2016-01-01,Cuba,transfers_to_hhs,1,0
2016-01-01,Cuba,usbp_releases,1,0
2016-01-01,Cuba,ofo_paroles,1,2710
2016-01-01,Cuba,other_outcomes,1,0
2016-01-01,Haiti,t8_repatriations,2,320
2016-01-01,Haiti,transfers_to_ice,1,50
2016-01-01,Haiti,transfers_to_hhs,1,0
2016-01-01,Haiti,usbp_releases,1,0
2016-01-01,Haiti,ofo_paroles,1,0
2016-01-01,Haiti,other_outcomes,1,0
2016-01-01,El Salvador,transfers_to_ice,1,1840
2016-01-01,El Salvador,transfers_to_hhs,1,780
2016-01-01,El Salvador,usbp_releases,1,10
2016-01-01,El Salvador,ofo_paroles,1,10
2016-01-01,El Salvador,other_outcomes,1,0
2016-01-01,El Salvador,t8_repatriations,1,10
2016-01-01,Peru,transfers_to_ice,1,20
2016-01-01,Peru,transfers_to_hhs,1,0
2016-01-01,Peru,usbp_releases,1,0
2016-01-01,Peru,ofo_paroles,1,0
2016-01-01,Peru,other_outcomes,1,0
2016-01-01,Peru,t8_repatriations,1,170
2016-01-01,Other,transfers_to_ice,1,1530
2016-01-01,Other,transfers_to_hhs,1,50
2016-01-01,Other,usbp_releases,1,30
2016-01-01,Other,ofo_paroles,1,20
2016-01-01,Other,other_outcomes,1,0
2016-02-01,Mexico,t8_repatriations,1,17390
2016-02-01,Mexico,transfers_to_ice,1,1980
2016-02-01,Mexico,transfers_to_hhs,1,50
2016-02-01,Mexico,usbp_releases,1,130
2016-02-01,Mexico,ofo_paroles,1,860
2016-02-01,Mexico,other_outcomes,1,10
2016-02-01,Venezuela,t8_repatriations,1,0
2016-02-01,Venezuela,transfers_to_ice,1,0
2016-02-01,Venezuela,transfers_to_hhs,1,0
2016-02-01,Venezuela,usbp_releases,1,0
2016-02-01,Venezuela,ofo_paroles,1,10
2016-02-01,Venezuela,other_outcomes,1,0
2016-02-01,Guatemala,t8_repatriations,1,1160
2016-02-01,Guatemala,transfers_to_ice,1,1860
2016-02-01,Guatemala,transfers_to_hhs,1,840
2016-02-01,Guatemala,usbp_releases,1,20
2016-02-01,Guatemala,ofo_paroles,1,10
2016-02-01,Guatemala,other_outcomes,1,0
2016-02-01,Honduras,t8_repatriations,1,540
2016-02-01,Honduras,transfers_to_ice,1,1510
2016-02-01,Honduras,transfers_to_hhs,1,470
2016-02-01,Honduras,usbp_releases,1,20
2016-02-01,Honduras,ofo_paroles,1,0
2016-02-01,Honduras,other_outcomes,1,0
2016-02-01,Colombia,t8_repatriations,1,10
2016-02-01,Colombia,transfers_to_ice,1,20
2016-02-01,Colombia,transfers_to_hhs,1,0
2016-02-01,Colombia,usbp_releases,1,0
2016-02-01,Colombia,ofo_paroles,1,10
2016-02-01,Colombia,other_outcomes,1,0
2016-02-01,Ecuador,t8_repatriations,1,70
2016-02-01,Ecuador,transfers_to_ice,1,70
2016-02-01,Ecuador,transfers_to_hhs,1,10
2016-02-01,Ecuador,usbp_releases,1,0
2016-02-01,Ecuador,ofo_paroles,1,20
2016-02-01,Ecuador,other_outcomes,1,0
2016-02-01,Cuba,t8_repatriations,1,0
2016-02-01,Cuba,transfers_to_ice,1,30
2016-02-01,Cuba,transfers_to_hhs,1,0
2016-02-01,Cuba,usbp_releases,1,0
2016-02-01,Cuba,ofo_paroles,1,5120
2016-02-01,Cuba,other_outcomes,1,0
2016-02-01,Haiti,t8_repatriations,2,345
2016-02-01,Haiti,transfers_to_ice,1,180
2016-02-01,Haiti,transfers_to_hhs,1,0
2016-02-01,Haiti,usbp_releases,1,0
2016-02-01,Haiti,ofo_paroles,1,0
2016-02-01,Haiti,other_outcomes,1,0
2016-02-01,El Salvador,transfers_to_ice,1,2200
2016-02-01,El Salvador,transfers_to_hhs,1,880
2016-02-01,El Salvador,usbp_releases,1,20
2016-02-01,El Salvador,ofo_paroles,1,0
2016-02-01,El Salvador,other_outcomes,1,0
2016-02-01,El Salvador,t8_repatriations,1,10
2016-02-01,Peru,transfers_to_ice,1,20
2016-02-01,Peru,transfers_to_hhs,1,0
2016-02-01,Peru,usbp_releases,1,0
2016-02-01,Peru,ofo_paroles,1,0
2016-02-01,Peru,other_outcomes,1,0
2016-02-01,Peru,t8_repatriations,1,170
2016-02-01,Other,transfers_to_ice,1,1590
2016-02-01,Other,transfers_to_hhs,1,40
2016-02-01,Other,usbp_releases,1,30
2016-02-01,Other,ofo_paroles,1,30
2016-02-01,Other,other_outcomes,1,0
2016-03-01,Mexico,t8_repatriations,1,21730
2016-03-01,Mexico,transfers_to_ice,1,2250
2016-03-01,Mexico,transfers_to_hhs,1,90
2016-03-01,Mexico,usbp_releases,1,130
2016-03-01,Mexico,ofo_paroles,1,830
2016-03-01,Mexico,other_outcomes,1,10
2016-03-01,Venezuela,t8_repatriations,1,0
2016-03-01,Venezuela,transfers_to_ice,1,10
2016-03-01,Venezuela,transfers_to_hhs,1,0
2016-03-01,Venezuela,usbp_releases,1,0
2016-03-01,Venezuela,ofo_paroles,1,10
2016-03-01,Venezuela,other_outcomes,1,0
2016-03-01,Guatemala,t8_repatriations,1,1270
2016-03-01,Guatemala,transfers_to_ice,1,2250
2016-03-01,Guatemala,transfers_to_hhs,1,1090
2016-03-01,Guatemala,usbp_releases,1,40
2016-03-01,Guatemala,ofo_paroles,1,10
2016-03-01,Guatemala,other_outcomes,1,0
2016-03-01,Honduras,t8_repatriations,1,800
2016-03-01,Honduras,transfers_to_ice,1,2150
2016-03-01,Honduras,transfers_to_hhs,1,660
2016-03-01,Honduras,usbp_releases,1,20
2016-03-01,Honduras,ofo_paroles,1,0
2016-03-01,Honduras,other_outcomes,1,0
2016-03-01,Colombia,t8_repatriations,1,10
2016-03-01,Colombia,transfers_to_ice,1,20
2016-03-01,Colombia,transfers_to_hhs,1,0
2016-03-01,Colombia,usbp_releases,1,0
2016-03-01,Colombia,ofo_paroles,1,0
2016-03-01,Colombia,other_outcomes,1,0
2016-03-01,Ecuador,t8_repatriations,1,80
2016-03-01,Ecuador,transfers_to_ice,1,100
2016-03-01,Ecuador,transfers_to_hhs,1,20
2016-03-01,Ecuador,usbp_releases,1,0
2016-03-01,Ecuador,ofo_paroles,1,10
2016-03-01,Ecuador,other_outcomes,1,0
2016-03-01,Cuba,t8_repatriations,1,0
2016-03-01,Cuba,transfers_to_ice,1,20
2016-03-01,Cuba,transfers_to_hhs,1,0
2016-03-01,Cuba,usbp_releases,1,0
2016-03-01,Cuba,ofo_paroles,1,4470
2016-03-01,Cuba,other_outcomes,1,0
2016-03-01,Haiti,t8_repatriations,2,440
2016-03-01,Haiti,transfers_to_ice,1,130
2016-03-01,Haiti,transfers_to_hhs,1,0
2016-03-01,Haiti,usbp_releases,1,0
2016-03-01,Haiti,ofo_paroles,1,0
2016-03-01,Haiti,other_outcomes,1,0
2016-03-01,El Salvador,transfers_to_ice,1,3150
2016-03-01,El Salvador,transfers_to_hhs,1,1330
2016-03-01,El Salvador,usbp_releases,1,20
2016-03-01,El Salvador,ofo_paroles,1,10
2016-03-01,El Salvador,other_outcomes,1,0
2016-03-01,El Salvador,t8_repatriations,1,30
2016-03-01,Peru,transfers_to_ice,1,30
2016-03-01,Peru,transfers_to_hhs,1,0
2016-03-01,Peru,usbp_releases,1,0
2016-03-01,Peru,ofo_paroles,1,0
2016-03-01,Peru,other_outcomes,1,0
2016-03-01,Peru,t8_repatriations,1,180
2016-03-01,Other,transfers_to_ice,1,1790
2016-03-01,Other,transfers_to_hhs,1,60
2016-03-01,Other,usbp_releases,1,20
2016-03-01,Other,ofo_paroles,1,50
2016-03-01,Other,other_outcomes,1,0
2016-04-01,Mexico,t8_repatriations,1,22310
2016-04-01,Mexico,transfers_to_ice,1,2170
2016-04-01,Mexico,transfers_to_hhs,1,100
2016-04-01,Mexico,usbp_releases,1,140
2016-04-01,Mexico,ofo_paroles,1,910
2016-04-01,Mexico,other_outcomes,1,20
2016-04-01,Venezuela,t8_repatriations,1,0
2016-04-01,Venezuela,transfers_to_ice,1,10
2016-04-01,Venezuela,transfers_to_hhs,1,0
2016-04-01,Venezuela,usbp_releases,1,0
2016-04-01,Venezuela,ofo_paroles,1,10
2016-04-01,Venezuela,other_outcomes,1,0
2016-04-01,Guatemala,t8_repatriations,1,1630
2016-04-01,Guatemala,transfers_to_ice,1,2890
2016-04-01,Guatemala,transfers_to_hhs,1,1350
2016-04-01,Guatemala,usbp_releases,1,40
2016-04-01,Guatemala,ofo_paroles,1,10
2016-04-01,Guatemala,other_outcomes,1,10
2016-04-01,Honduras,t8_repatriations,1,1110
2016-04-01,Honduras,transfers_to_ice,1,2540
2016-04-01,Honduras,transfers_to_hhs,1,910
2016-04-01,Honduras,usbp_releases,1,40
2016-04-01,Honduras,ofo_paroles,1,10
2016-04-01,Honduras,other_outcomes,1,0
2016-04-01,Colombia,t8_repatriations,1,20
2016-04-01,Colombia,transfers_to_ice,1,20
2016-04-01,Colombia,transfers_to_hhs,1,0
2016-04-01,Colombia,usbp_releases,1,0
2016-04-01,Colombia,ofo_paroles,1,0
2016-04-01,Colombia,other_outcomes,1,0
2016-04-01,Ecuador,t8_repatriations,1,110
2016-04-01,Ecuador,transfers_to_ice,1,120
2016-04-01,Ecuador,transfers_to_hhs,1,20
2016-04-01,Ecuador,usbp_releases,1,0
2016-04-01,Ecuador,ofo_paroles,1,10
2016-04-01,Ecuador,other_outcomes,1,0
2016-04-01,Cuba,t8_repatriations,1,0
2016-04-01,Cuba,transfers_to_ice,1,20
2016-04-01,Cuba,transfers_to_hhs,1,0
2016-04-01,Cuba,usbp_releases,1,0
2016-04-01,Cuba,ofo_paroles,1,2010
2016-04-01,Cuba,other_outcomes,1,0
2016-04-01,Haiti,t8_repatriations,2,715
2016-04-01,Haiti,transfers_to_ice,1,200
2016-04-01,Haiti,transfers_to_hhs,1,0
2016-04-01,Haiti,usbp_releases,1,0
2016-04-01,Haiti,ofo_paroles,1,0
2016-04-01,Haiti,other_outcomes,1,0
2016-04-01,El Salvador,transfers_to_ice,1,4050
2016-04-01,El Salvador,transfers_to_hhs,1,1750
2016-04-01,El Salvador,usbp_releases,1,30
2016-04-01,El Salvador,ofo_paroles,1,0
2016-04-01,El Salvador,other_outcomes,1,0
2016-04-01,El Salvador,t8_repatriations,1,20
2016-04-01,Peru,transfers_to_ice,1,30
2016-04-01,Peru,transfers_to_hhs,1,0
2016-04-01,Peru,usbp_releases,1,0
2016-04-01,Peru,ofo_paroles,1,0
2016-04-01,Peru,other_outcomes,1,0
2016-04-01,Peru,t8_repatriations,1,220
2016-04-01,Other,transfers_to_ice,1,1900
2016-04-01,Other,transfers_to_hhs,1,70
2016-04-01,Other,usbp_releases,1,20
2016-04-01,Other,ofo_paroles,1,40
2016-04-01,Other,other_outcomes,1,0
2016-05-01,Mexico,t8_repatriations,1,20950
2016-05-01,Mexico,transfers_to_ice,1,2320
2016-05-01,Mexico,transfers_to_hhs,1,70
2016-05-01,Mexico,usbp_releases,1,150
2016-05-01,Mexico,ofo_paroles,1,1040
2016-05-01,Mexico,other_outcomes,1,10
2016-05-01,Venezuela,t8_repatriations,1,0
2016-05-01,Venezuela,transfers_to_ice,1,10
2016-05-01,Venezuela,transfers_to_hhs,1,0
2016-05-01,Venezuela,usbp_releases,1,0
2016-05-01,Venezuela,ofo_paroles,1,20
2016-05-01,Venezuela,other_outcomes,1,0
2016-05-01,Guatemala,t8_repatriations,1,2070
2016-05-01,Guatemala,transfers_to_ice,1,4020
2016-05-01,Guatemala,transfers_to_hhs,1,1660
2016-05-01,Guatemala,usbp_releases,1,80
2016-05-01,Guatemala,ofo_paroles,1,0
2016-05-01,Guatemala,other_outcomes,1,0
2016-05-01,Honduras,t8_repatriations,1,1370
2016-05-01,Honduras,transfers_to_ice,1,3470
2016-05-01,Honduras,transfers_to_hhs,1,1110
2016-05-01,Honduras,usbp_releases,1,40
2016-05-01,Honduras,ofo_paroles,1,0
2016-05-01,Honduras,other_outcomes,1,0
2016-05-01,Colombia,t8_repatriations,1,20
2016-05-01,Colombia,transfers_to_ice,1,20
2016-05-01,Colombia,transfers_to_hhs,1,0
2016-05-01,Colombia,usbp_releases,1,0
2016-05-01,Colombia,ofo_paroles,1,0
2016-05-01,Colombia,other_outcomes,1,0
2016-05-01,Ecuador,t8_repatriations,1,200
2016-05-01,Ecuador,transfers_to_ice,1,150
2016-05-01,Ecuador,transfers_to_hhs,1,20
2016-05-01,Ecuador,usbp_releases,1,0
2016-05-01,Ecuador,ofo_paroles,1,20
2016-05-01,Ecuador,other_outcomes,1,0
2016-05-01,Cuba,t8_repatriations,1,0
2016-05-01,Cuba,transfers_to_ice,1,20
2016-05-01,Cuba,transfers_to_hhs,1,0
2016-05-01,Cuba,usbp_releases,1,0
2016-05-01,Cuba,ofo_paroles,1,5050
2016-05-01,Cuba,other_outcomes,1,0
2016-05-01,Haiti,t8_repatriations,2,780
2016-05-01,Haiti,transfers_to_ice,1,720
2016-05-01,Haiti,transfers_to_hhs,1,0
2016-05-01,Haiti,usbp_releases,1,0
2016-05-01,Haiti,ofo_paroles,1,40
2016-05-01,Haiti,other_outcomes,1,0
2016-05-01,El Salvador,transfers_to_ice,1,4610
2016-05-01,El Salvador,transfers_to_hhs,1,1870
2016-05-01,El Salvador,usbp_releases,1,40
2016-05-01,El Salvador,ofo_paroles,1,0
2016-05-01,El Salvador,other_outcomes,1,0
2016-05-01,El Salvador,t8_repatriations,1,30
2016-05-01,Peru,transfers_to_ice,1,30
2016-05-01,Peru,transfers_to_hhs,1,0
2016-05-01,Peru,usbp_releases,1,0
2016-05-01,Peru,ofo_paroles,1,0
2016-05-01,Peru,other_outcomes,1,0
2016-05-01,Peru,t8_repatriations,1,240
2016-05-01,Other,transfers_to_ice,1,1760
2016-05-01,Other,transfers_to_hhs,1,100
2016-05-01,Other,usbp_releases,1,30
2016-05-01,Other,ofo_paroles,1,50
2016-05-01,Other,other_outcomes,1,0
2016-06-01,Mexico,t8_repatriations,1,17590
2016-06-01,Mexico,transfers_to_ice,1,2250
2016-06-01,Mexico,transfers_to_hhs,1,130
2016-06-01,Mexico,usbp_releases,1,140
2016-06-01,Mexico,ofo_paroles,1,870
2016-06-01,Mexico,other_outcomes,1,10
2016-06-01,Venezuela,t8_repatriations,1,0
2016-06-01,Venezuela,transfers_to_ice,1,10
2016-06-01,Venezuela,transfers_to_hhs,1,0
2016-06-01,Venezuela,usbp_releases,1,0
2016-06-01,Venezuela,ofo_paroles,1,10
2016-06-01,Venezuela,other_outcomes,1,0
2016-06-01,Guatemala,t8_repatriations,1,2040
2016-06-01,Guatemala,transfers_to_ice,1,3310
2016-06-01,Guatemala,transfers_to_hhs,1,1730
2016-06-01,Guatemala,usbp_releases,1,40
2016-06-01,Guatemala,ofo_paroles,1,0
2016-06-01,Guatemala,other_outcomes,1,10
2016-06-01,Honduras,t8_repatriations,1,1200
2016-06-01,Honduras,transfers_to_ice,1,3150
2016-06-01,Honduras,transfers_to_hhs,1,1070
2016-06-01,Honduras,usbp_releases,1,40
2016-06-01,Honduras,ofo_paroles,1,0
2016-06-01,Honduras,other_outcomes,1,0
2016-06-01,Colombia,t8_repatriations,1,20
2016-06-01,Colombia,transfers_to_ice,1,20
2016-06-01,Colombia,transfers_to_hhs,1,0
2016-06-01,Colombia,usbp_releases,1,0
2016-06-01,Colombia,ofo_paroles,1,0
2016-06-01,Colombia,other_outcomes,1,0
2016-06-01,Ecuador,t8_repatriations,1,160
2016-06-01,Ecuador,transfers_to_ice,1,140
2016-06-01,Ecuador,transfers_to_hhs,1,20
2016-06-01,Ecuador,usbp_releases,1,0
2016-06-01,Ecuador,ofo_paroles,1,10
2016-06-01,Ecuador,other_outcomes,1,0
2016-06-01,Cuba,t8_repatriations,1,0
2016-06-01,Cuba,transfers_to_ice,1,10
2016-06-01,Cuba,transfers_to_hhs,1,0
2016-06-01,Cuba,usbp_releases,1,0
2016-06-01,Cuba,ofo_paroles,1,1650
2016-06-01,Cuba,other_outcomes,1,0
2016-06-01,Haiti,t8_repatriations,2,610
2016-06-01,Haiti,transfers_to_ice,1,620
2016-06-01,Haiti,transfers_to_hhs,1,0
2016-06-01,Haiti,usbp_releases,1,0
2016-06-01,Haiti,ofo_paroles,1,0
2016-06-01,Haiti,other_outcomes,1,0
2016-06-01,El Salvador,transfers_to_ice,1,4070
2016-06-01,El Salvador,transfers_to_hhs,1,1630
2016-06-01,El Salvador,usbp_releases,1,40
2016-06-01,El Salvador,ofo_paroles,1,10
2016-06-01,El Salvador,other_outcomes,1,0
2016-06-01,El Salvador,t8_repatriations,1,30
2016-06-01,Peru,transfers_to_ice,1,40
2016-06-01,Peru,transfers_to_hhs,1,0
2016-06-01,Peru,usbp_releases,1,0
2016-06-01,Peru,ofo_paroles,1,0
2016-06-01,Peru,other_outcomes,1,0
2016-06-01,Peru,t8_repatriations,1,270
2016-06-01,Other,transfers_to_ice,1,1460
2016-06-01,Other,transfers_to_hhs,1,60
2016-06-01,Other,usbp_releases,1,30
2016-06-01,Other,ofo_paroles,1,40
2016-06-01,Other,other_outcomes,1,0
2016-07-01,Mexico,t8_repatriations,1,15450
2016-07-01,Mexico,transfers_to_ice,1,2420
2016-07-01,Mexico,transfers_to_hhs,1,170
2016-07-01,Mexico,usbp_releases,1,140
2016-07-01,Mexico,ofo_paroles,1,1040
2016-07-01,Mexico,other_outcomes,1,20
2016-07-01,Venezuela,t8_repatriations,1,0
2016-07-01,Venezuela,transfers_to_ice,1,10
2016-07-01,Venezuela,transfers_to_hhs,1,0
2016-07-01,Venezuela,usbp_releases,1,0
2016-07-01,Venezuela,ofo_paroles,1,20
2016-07-01,Venezuela,other_outcomes,1,0
2016-07-01,Guatemala,t8_repatriations,1,2150
2016-07-01,Guatemala,transfers_to_ice,1,3740
2016-07-01,Guatemala,transfers_to_hhs,1,1870
2016-07-01,Guatemala,usbp_releases,1,170
2016-07-01,Guatemala,ofo_paroles,1,0
2016-07-01,Guatemala,other_outcomes,1,30
2016-07-01,Honduras,t8_repatriations,1,1460
2016-07-01,Honduras,transfers_to_ice,1,3620
2016-07-01,Honduras,transfers_to_hhs,1,1290
2016-07-01,Honduras,usbp_releases,1,60
2016-07-01,Honduras,ofo_paroles,1,0
2016-07-01,Honduras,other_outcomes,1,0
2016-07-01,Colombia,t8_repatriations,1,20
2016-07-01,Colombia,transfers_to_ice,1,20
2016-07-01,Colombia,transfers_to_hhs,1,0
2016-07-01,Colombia,usbp_releases,1,0
2016-07-01,Colombia,ofo_paroles,1,0
2016-07-01,Colombia,other_outcomes,1,0
2016-07-01,Ecuador,t8_repatriations,1,170
2016-07-01,Ecuador,transfers_to_ice,1,100
2016-07-01,Ecuador,transfers_to_hhs,1,10
2016-07-01,Ecuador,usbp_releases,1,0
2016-07-01,Ecuador,ofo_paroles,1,10
2016-07-01,Ecuador,other_outcomes,1,0
2016-07-01,Cuba,t8_repatriations,1,0
2016-07-01,Cuba,transfers_to_ice,1,20
2016-07-01,Cuba,transfers_to_hhs,1,10
2016-07-01,Cuba,usbp_releases,1,10
2016-07-01,Cuba,ofo_paroles,1,2250
2016-07-01,Cuba,other_outcomes,1,0
2016-07-01,Haiti,t8_repatriations,2,635
2016-07-01,Haiti,transfers_to_ice,1,920
2016-07-01,Haiti,transfers_to_hhs,1,0
2016-07-01,Haiti,usbp_releases,1,0
2016-07-01,Haiti,ofo_paroles,1,30
2016-07-01,Haiti,other_outcomes,1,0
2016-07-01,El Salvador,transfers_to_ice,1,4450
2016-07-01,El Salvador,transfers_to_hhs,1,1830
2016-07-01,El Salvador,usbp_releases,1,50
2016-07-01,El Salvador,ofo_paroles,1,0
2016-07-01,El Salvador,other_outcomes,1,0
2016-07-01,El Salvador,t8_repatriations,1,10
2016-07-01,Peru,transfers_to_ice,1,30
2016-07-01,Peru,transfers_to_hhs,1,0
2016-07-01,Peru,usbp_releases,1,0
2016-07-01,Peru,ofo_paroles,1,0
2016-07-01,Peru,other_outcomes,1,0
2016-07-01,Peru,t8_repatriations,1,230
2016-07-01,Other,transfers_to_ice,1,1420
2016-07-01,Other,transfers_to_hhs,1,60
2016-07-01,Other,usbp_releases,1,50
2016-07-01,Other,ofo_paroles,1,30
2016-07-01,Other,other_outcomes,1,0
2016-08-01,Mexico,t8_repatriations,1,16420
2016-08-01,Mexico,transfers_to_ice,1,2570
2016-08-01,Mexico,transfers_to_hhs,1,180
2016-08-01,Mexico,usbp_releases,1,120
2016-08-01,Mexico,ofo_paroles,1,1070
2016-08-01,Mexico,other_outcomes,1,10
2016-08-01,Venezuela,t8_repatriations,1,0
2016-08-01,Venezuela,transfers_to_ice,1,20
2016-08-01,Venezuela,transfers_to_hhs,1,0
2016-08-01,Venezuela,usbp_releases,1,0
2016-08-01,Venezuela,ofo_paroles,1,30
2016-08-01,Venezuela,other_outcomes,1,0
2016-08-01,Guatemala,t8_repatriations,1,2510
2016-08-01,Guatemala,transfers_to_ice,1,4570
2016-08-01,Guatemala,transfers_to_hhs,1,2420
2016-08-01,Guatemala,usbp_releases,1,150
2016-08-01,Guatemala,ofo_paroles,1,10
2016-08-01,Guatemala,other_outcomes,1,20
2016-08-01,Honduras,t8_repatriations,1,1330
2016-08-01,Honduras,transfers_to_ice,1,4100
2016-08-01,Honduras,transfers_to_hhs,1,1400
2016-08-01,Honduras,usbp_releases,1,40
2016-08-01,Honduras,ofo_paroles,1,10
2016-08-01,Honduras,other_outcomes,1,0
2016-08-01,Colombia,t8_repatriations,1,10
2016-08-01,Colombia,transfers_to_ice,1,20
2016-08-01,Colombia,transfers_to_hhs,1,0
2016-08-01,Colombia,usbp_releases,1,0
2016-08-01,Colombia,ofo_paroles,1,10
2016-08-01,Colombia,other_outcomes,1,0
2016-08-01,Ecuador,t8_repatriations,1,130
2016-08-01,Ecuador,transfers_to_ice,1,80
2016-08-01,Ecuador,transfers_to_hhs,1,10
2016-08-01,Ecuador,usbp_releases,1,0
2016-08-01,Ecuador,ofo_paroles,1,10
2016-08-01,Ecuador,other_outcomes,1,0
2016-08-01,Cuba,t8_repatriations,1,0
2016-08-01,Cuba,transfers_to_ice,1,20
2016-08-01,Cuba,transfers_to_hhs,1,10
2016-08-01,Cuba,usbp_releases,1,0
2016-08-01,Cuba,ofo_paroles,1,2440
2016-08-01,Cuba,other_outcomes,1,0
2016-08-01,Haiti,t8_repatriations,2,665
2016-08-01,Haiti,transfers_to_ice,1,1280
2016-08-01,Haiti,transfers_to_hhs,1,0
2016-08-01,Haiti,usbp_releases,1,0
2016-08-01,Haiti,ofo_paroles,1,0
2016-08-01,Haiti,other_outcomes,1,0
2016-08-01,El Salvador,transfers_to_ice,1,5130
2016-08-01,El Salvador,transfers_to_hhs,1,2000
2016-08-01,El Salvador,usbp_releases,1,30
2016-08-01,El Salvador,ofo_paroles,1,10
2016-08-01,El Salvador,other_outcomes,1,10
2016-08-01,El Salvador,t8_repatriations,1,20
2016-08-01,Peru,transfers_to_ice,1,40
2016-08-01,Peru,transfers_to_hhs,1,0
2016-08-01,Peru,usbp_releases,1,0
2016-08-01,Peru,ofo_paroles,1,0
2016-08-01,Peru,other_outcomes,1,0
2016-08-01,Peru,t8_repatriations,1,190
2016-08-01,Other,transfers_to_ice,1,1670
2016-08-01,Other,transfers_to_hhs,1,60
2016-08-01,Other,usbp_releases,1,40
2016-08-01,Other,ofo_paroles,1,40
2016-08-01,Other,other_outcomes,1,0
2016-09-01,Mexico,t8_repatriations,1,17640
2016-09-01,Mexico,transfers_to_ice,1,2600
2016-09-01,Mexico,transfers_to_hhs,1,280
2016-09-01,Mexico,usbp_releases,1,150
2016-09-01,Mexico,ofo_paroles,1,1110
2016-09-01,Mexico,other_outcomes,1,10
2016-09-01,Venezuela,t8_repatriations,1,0
2016-09-01,Venezuela,transfers_to_ice,1,10
2016-09-01,Venezuela,transfers_to_hhs,1,0
2016-09-01,Venezuela,usbp_releases,1,0
2016-09-01,Venezuela,ofo_paroles,1,30
2016-09-01,Venezuela,other_outcomes,1,0
2016-09-01,Guatemala,t8_repatriations,1,2680
2016-09-01,Guatemala,transfers_to_ice,1,4870
2016-09-01,Guatemala,transfers_to_hhs,1,2360
2016-09-01,Guatemala,usbp_releases,1,200
2016-09-01,Guatemala,ofo_paroles,1,10
2016-09-01,Guatemala,other_outcomes,1,50
2016-09-01,Honduras,t8_repatriations,1,1370
2016-09-01,Honduras,transfers_to_ice,1,4400
2016-09-01,Honduras,transfers_to_hhs,1,1420
2016-09-01,Honduras,usbp_releases,1,60
2016-09-01,Honduras,ofo_paroles,1,0
2016-09-01,Honduras,other_outcomes,1,0
2016-09-01,Colombia,t8_repatriations,1,20
2016-09-01,Colombia,transfers_to_ice,1,40
2016-09-01,Colombia,transfers_to_hhs,1,0
2016-09-01,Colombia,usbp_releases,1,0
2016-09-01,Colombia,ofo_paroles,1,0
2016-09-01,Colombia,other_outcomes,1,0
2016-09-01,Ecuador,t8_repatriations,1,90
2016-09-01,Ecuador,transfers_to_ice,1,70
2016-09-01,Ecuador,transfers_to_hhs,1,10
2016-09-01,Ecuador,usbp_releases,1,0
2016-09-01,Ecuador,ofo_paroles,1,10
2016-09-01,Ecuador,other_outcomes,1,0
2016-09-01,Cuba,t8_repatriations,1,0
2016-09-01,Cuba,transfers_to_ice,1,30
2016-09-01,Cuba,transfers_to_hhs,1,0
2016-09-01,Cuba,usbp_releases,1,0
2016-09-01,Cuba,ofo_paroles,1,2950
2016-09-01,Cuba,other_outcomes,1,0
2016-09-01,Haiti,t8_repatriations,2,1190
2016-09-01,Haiti,transfers_to_ice,1,1110
2016-09-01,Haiti,transfers_to_hhs,1,0
2016-09-01,Haiti,usbp_releases,1,0
2016-09-01,Haiti,ofo_paroles,1,0
2016-09-01,Haiti,other_outcomes,1,0
2016-09-01,El Salvador,transfers_to_ice,1,5470
2016-09-01,El Salvador,transfers_to_hhs,1,2000
2016-09-01,El Salvador,usbp_releases,1,60
2016-09-01,El Salvador,ofo_paroles,1,10
2016-09-01,El Salvador,other_outcomes,1,0
2016-09-01,El Salvador,t8_repatriations,1,30
2016-09-01,Peru,transfers_to_ice,1,40
2016-09-01,Peru,transfers_to_hhs,1,0
2016-09-01,Peru,usbp_releases,1,0
2016-09-01,Peru,ofo_paroles,1,0
2016-09-01,Peru,other_outcomes,1,0
2016-09-01,Peru,t8_repatriations,1,220
2016-09-01,Other,transfers_to_ice,1,2020
2016-09-01,Other,transfers_to_hhs,1,100
2016-09-01,Other,usbp_releases,1,110
2016-09-01,Other,ofo_paroles,1,50
2016-09-01,Other,other_outcomes,1,0
2016-10-01,Mexico,t8_repatriations,1,20260
2016-10-01,Mexico,transfers_to_ice,1,1920
2016-10-01,Mexico,transfers_to_hhs,1,160
2016-10-01,Mexico,usbp_releases,1,160
2016-10-01,Mexico,ofo_paroles,1,1140
2016-10-01,Mexico,other_outcomes,1,10
2016-10-01,Venezuela,t8_repatriations,1,10
2016-10-01,Venezuela,transfers_to_ice,1,30
2016-10-01,Venezuela,transfers_to_hhs,1,0
2016-10-01,Venezuela,usbp_releases,1,0
2016-10-01,Venezuela,ofo_paroles,1,30
2016-10-01,Venezuela,other_outcomes,1,0
